date,previous_date,retailer_id,retailer_name,ipca_item_id,ipca_code,relative,product_pair_count
2026-07-13,2026-07-12,extra-mercado,Extra Mercado,ipca-sp-1110009,1110009,1.000000000000,1
2026-07-13,2026-07-12,carrefour,Carrefour Mercado,ipca-sp-1110010,1110010,1.000000000000,3
2026-07-13,2026-07-12,extra-mercado,Extra Mercado,ipca-sp-1110010,1110010,1.000000000000,1
2026-07-13,2026-07-12,pao-de-acucar,Pão de Açúcar,ipca-sp-1110010,1110010,1.000000000000,1
2026-07-13,2026-07-12,st-marche,St Marché,ipca-sp-1110010,1110010,1.000000000000,1
2026-07-13,2026-07-12,pao-de-acucar,Pão de Açúcar,ipca-sp-1110044,1110044,1.000000000000,1
2026-07-13,2026-07-12,st-marche,St Marché,ipca-sp-1111004,1111004,1.000000000000,2
2026-07-13,2026-07-12,extra-mercado,Extra Mercado,ipca-sp-1111009,1111009,1.000000000000,1
2026-07-13,2026-07-12,pao-de-acucar,Pão de Açúcar,ipca-sp-1111009,1111009,1.000000000000,2
2026-07-13,2026-07-12,carrefour,Carrefour Mercado,ipca-sp-1111011,1111011,1.077323099714,3
2026-07-13,2026-07-12,extra-mercado,Extra Mercado,ipca-sp-1111011,1111011,1.000000000000,3
2026-07-13,2026-07-12,pao-de-acucar,Pão de Açúcar,ipca-sp-1111011,1111011,1.000000000000,6
2026-07-13,2026-07-12,st-marche,St Marché,ipca-sp-1111011,1111011,1.125588870416,3
2026-07-13,2026-07-12,carrefour,Carrefour Mercado,ipca-sp-1111019,1111019,0.953186482262,7
2026-07-13,2026-07-12,extra-mercado,Extra Mercado,ipca-sp-1111019,1111019,1.000000000000,10
2026-07-13,2026-07-12,pao-de-acucar,Pão de Açúcar,ipca-sp-1111019,1111019,1.000000000000,2
2026-07-13,2026-07-12,st-marche,St Marché,ipca-sp-1111019,1111019,1.000000000000,3
2026-07-13,2026-07-12,carrefour,Carrefour Mercado,ipca-sp-1111021,1111021,1.000000000000,1
2026-07-13,2026-07-12,extra-mercado,Extra Mercado,ipca-sp-1111021,1111021,1.000000000000,1
2026-07-13,2026-07-12,carrefour,Carrefour Mercado,ipca-sp-1112003,1112003,1.000000000000,6
2026-07-13,2026-07-12,extra-mercado,Extra Mercado,ipca-sp-1112003,1112003,1.000000000000,4
2026-07-13,2026-07-12,pao-de-acucar,Pão de Açúcar,ipca-sp-1112003,1112003,1.000000000000,3
2026-07-13,2026-07-12,st-marche,St Marché,ipca-sp-1112003,1112003,1.000000000000,5
2026-07-13,2026-07-12,carrefour,Carrefour Mercado,ipca-sp-1112018,1112018,1.009439316646,4
2026-07-13,2026-07-12,extra-mercado,Extra Mercado,ipca-sp-1112018,1112018,1.028373573987,5
2026-07-13,2026-07-12,st-marche,St Marché,ipca-sp-1112018,1112018,1.000000000000,2
2026-07-13,2026-07-12,carrefour,Carrefour Mercado,ipca-sp-1112019,1112019,0.999163879209,3
2026-07-13,2026-07-12,extra-mercado,Extra Mercado,ipca-sp-1112019,1112019,1.000000000000,2
2026-07-13,2026-07-12,pao-de-acucar,Pão de Açúcar,ipca-sp-1112019,1112019,1.000000000000,2
2026-07-13,2026-07-12,st-marche,St Marché,ipca-sp-1112019,1112019,1.000000000000,4
2026-07-13,2026-07-12,carrefour,Carrefour Mercado,ipca-sp-1113013,1113013,1.000000000000,1
2026-07-13,2026-07-12,extra-mercado,Extra Mercado,ipca-sp-1113013,1113013,1.000000000000,1
2026-07-13,2026-07-12,pao-de-acucar,Pão de Açúcar,ipca-sp-1113014,1113014,1.000000000000,2
2026-07-13,2026-07-12,carrefour,Carrefour Mercado,ipca-sp-1113040,1113040,1.000000000000,1
2026-07-13,2026-07-12,extra-mercado,Extra Mercado,ipca-sp-1113040,1113040,1.000000000000,1
2026-07-13,2026-07-12,carrefour,Carrefour Mercado,ipca-sp-1114001,1114001,0.952078072855,3
2026-07-13,2026-07-12,extra-mercado,Extra Mercado,ipca-sp-1114001,1114001,1.000000000000,1
2026-07-13,2026-07-12,pao-de-acucar,Pão de Açúcar,ipca-sp-1114001,1114001,1.000000000000,2
